doc_id,source,title,url,drugs,access,doi,n_chunks,en_bronze
41657209,pubmed,Two-Year Real-World Effectiveness of Deucravacitinib in Psoriasis: The Analysis Stratified by Prior Apremilast or Biologic Therapy.,https://pubmed.ncbi.nlm.nih.gov/41657209/,apremilast,abstract_only,10.1111/1346-8138.70175,3,si
41670195,pubmed,Effectiveness of Apremilast in Patients With Palmoplantar Pustulosis: A 28-Week Real-World Study.,https://pubmed.ncbi.nlm.nih.gov/41670195/,apremilast,abstract_only,10.1111/1346-8138.70184,3,si
41691303,pubmed,Topical delivery of high-drug-loading nanoparticle gels for psoriasis treatment.,https://pubmed.ncbi.nlm.nih.gov/41691303/,apremilast,open,10.1186/s12951-026-04120-y,3,si
41693611,pubmed,A Case of Bullous Pemphigoid Coexisted With Psoriasis Vulgaris Successfully Treated by Apremilast.,https://pubmed.ncbi.nlm.nih.gov/41693611/,apremilast,abstract_only,10.1111/1346-8138.70189,1,si
41732098,pubmed,"On-label persistence in psoriasis after switching to guselkumab, tumor necrosis factor inhibitors, interleukin-17 inhibitors, or apremilast from other advanced therapies.",https://pubmed.ncbi.nlm.nih.gov/41732098/,apremilast,abstract_only,10.1080/09546634.2026.2631903,2,si
41747955,pubmed,Impact of deucravacitinib on NLR and other inflammatory biomarkers of cardiovascular risk in psoriasis: Posthoc analyses of phase 3 trials.,https://pubmed.ncbi.nlm.nih.gov/41747955/,apremilast,abstract_only,10.1016/j.jid.2026.01.043,1,si
41825623,pubmed,Risk of infections in patients with psoriasis treated with biologic agents and new oral small molecules: BIOBADADERM registry.,https://pubmed.ncbi.nlm.nih.gov/41825623/,ixekizumab,abstract_only,10.1016/j.jid.2026.03.004,3,si
41830197,pubmed,Ixekizumab optimization in moderate-to-severe plaque psoriasis in real clinical practice: a retrospective multicenter study.,https://pubmed.ncbi.nlm.nih.gov/41830197/,ixekizumab,abstract_only,10.1111/ddg.70212,1,si
41830495,pubmed,PDE4 inhibition in pediatric psoriasis: analysis of the SPROUT study on apremilast.,https://pubmed.ncbi.nlm.nih.gov/41830495/,apremilast; ixekizumab,abstract_only,10.1080/14656566.2026.2644381,3,si
41836845,pubmed,Comparative risk of psoriatic arthritis in psoriasis patients on immunomodulators.,https://pubmed.ncbi.nlm.nih.gov/41836845/,ixekizumab,open,10.1080/08998280.2025.2596529,2,si
41851588,pubmed,Comparison of the Effects and Safety of Planned Limited-Time Withdrawal Versus Continuous Maintenance of Interleukin Inhibitors in Patients with Psoriasis: A Systematic Review and Network Meta-Analysis.,https://pubmed.ncbi.nlm.nih.gov/41851588/,ixekizumab,open,10.1007/s13555-026-01709-x,4,si
41876147,pubmed,Comparative effectiveness and predictors of remission between adalimumab and ixekizumab in patients with psoriatic arthritis: findings from the 'AIRE' multicentre study.,https://pubmed.ncbi.nlm.nih.gov/41876147/,ixekizumab,open,10.1136/rmdopen-2025-006667,4,si
41888636,pubmed,IL-17A Inhibitors Therapy Affect Oral Fungal and Bacterial Microbiome in Psoriasis.,https://pubmed.ncbi.nlm.nih.gov/41888636/,ixekizumab,abstract_only,10.1111/exd.70237,4,si
41900834,pubmed,From Convenience to Clinical Efficacy: Selective TYK2 Inhibition in Psoriasis and the Evolving Role of Next-Generation Oral Targeted Therapies.,https://pubmed.ncbi.nlm.nih.gov/41900834/,apremilast,open,10.3390/pharmaceutics18030347,4,si
41900935,pubmed,Pharmacomicrobiomics in Psoriasis: Microbiome-Drug Interactions Across Systemic Treatments.,https://pubmed.ncbi.nlm.nih.gov/41900935/,apremilast,open,10.3390/life16030415,4,si
41912199,pubmed,Hepatic Safety of IL-17 Inhibitors in Psoriasis and Psoriatic Arthritis: A 12-Month Retrospective Cohort Evaluation Using the FIB-4 Index.,https://pubmed.ncbi.nlm.nih.gov/41912199/,ixekizumab,open,10.5826/dpc.1601a6746,3,si
41931692,pubmed,Eruptive Lentiginosis Within Resolved Psoriasis Plaques: A Case Report and Systematic Review of the Literature.,https://pubmed.ncbi.nlm.nih.gov/41931692/,ixekizumab,abstract_only,10.36849/jdd.9557,4,si
41939653,pubmed,Psoriasis Flare Following Interleukin-17 (IL-17) Inhibition and Recent Streptococcal Infection: A Case Report Highlighting Management Complexity.,https://pubmed.ncbi.nlm.nih.gov/41939653/,ixekizumab,open,10.7759/cureus.104614,2,si
41948989,pubmed,"Palmoplantar pustulosis: pathogenesis, differential diagnosis, and treatment.",https://pubmed.ncbi.nlm.nih.gov/41948989/,apremilast,open,10.1111/ddg.70238x,3,si
41957317,pubmed,Targeting TYK2 in Cutaneous Autoimmunity: Deucravacitinib-Induced Remission of Discoid Lupus and Psoriasis with Supportive Confocal Microscopy Findings.,https://pubmed.ncbi.nlm.nih.gov/41957317/,ixekizumab,open,10.1007/s13555-026-01742-w,3,si
41969291,pubmed,Interleukin-17A inhibitors for guttate psoriasis treatment: A retrospective cohort study.,https://pubmed.ncbi.nlm.nih.gov/41969291/,ixekizumab,open,10.1016/j.jdin.2026.01.006,1,si
41972171,pubmed,Baseline Th17/Tc17 and LAG-3 levels serve as candidate exploratory markers for early ixekizumab response in psoriasis.,https://pubmed.ncbi.nlm.nih.gov/41972171/,ixekizumab,open,10.3389/fimmu.2026.1653033,3,si
41978521,pubmed,Safety of biologic therapy in psoriasis patients with a previous malignancy: Retrospective study using TriNetX.,https://pubmed.ncbi.nlm.nih.gov/41978521/,apremilast,abstract_only,10.1111/ddg.70051,3,si
41992713,pubmed,Efficacy and Safety of Xeligekimab Compared to Other IL-17A Inhibitors for Chinese Patients with Moderate-to-severe Plaque Psoriasis: A Matching-adjusted Indirect Comparisons.,https://pubmed.ncbi.nlm.nih.gov/41992713/,ixekizumab,open,10.2340/actadv.v106.adv-2025-0183,3,si
41999064,pubmed,Systemic Treatment and Outcome in Erythrodermic Psoriasis: A Retrospective Multicenter Study.,https://pubmed.ncbi.nlm.nih.gov/41999064/,ixekizumab,abstract_only,10.1111/ijd.70422,2,si
42005509,pubmed,Psoriasis flare following tirzepatide initiation in a patient with plaque psoriasis in remission: A case report.,https://pubmed.ncbi.nlm.nih.gov/42005509/,ixekizumab,open,10.1016/j.jdcr.2026.02.006,1,si
42019563,pubmed,Comparative risk of serious infections across biological drugs in patients with psoriatic arthritis or psoriasis: A target trial emulation using the Italian VALORE distributed database network.,https://pubmed.ncbi.nlm.nih.gov/42019563/,ixekizumab,abstract_only,10.1016/j.phrs.2026.108198,4,si
42033062,pubmed,Refractory Psoriatic Lesions in Japanese Patients With Biologics.,https://pubmed.ncbi.nlm.nih.gov/42033062/,apremilast; ixekizumab,abstract_only,10.1111/1346-8138.70289,3,si
42039187,pubmed,CD4+ and CD8+ T cells contribute to psoriasis phenotype when integrated into human skin equivalents for drug testing.,https://pubmed.ncbi.nlm.nih.gov/42039187/,apremilast,open,10.3389/fimmu.2026.1790531,3,si
42041098,pubmed,Immunoregulation by DC and T cells in psoriasis with probable immunotherapeutic approaches.,https://pubmed.ncbi.nlm.nih.gov/42041098/,apremilast; ixekizumab,abstract_only,10.1080/08830185.2026.2650139,4,si
42047106,pubmed,Glycolic acid-integrated nanostructured lipid carriers of apremilast and quercetin co-delivery for the management of psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42047106/,apremilast,open,10.1080/20415990.2026.2662182,3,si
42067124,pubmed,The effect of apremilast on epicardial adipose tissue in psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42067124/,apremilast,abstract_only,10.1016/j.jid.2026.04.009,1,si
42079624,pubmed,Case Report: Upadacitinib and apremilast combination therapy for guselkumab-induced paradoxical eczema in psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42079624/,apremilast,open,10.3389/fimmu.2026.1696255,2,si
42082393,pubmed,Serious infection risk with systemic treatments for psoriasis: a cohort study from the British Association of Dermatologists Biologics and Immunomodulators Register (BADBIR).,https://pubmed.ncbi.nlm.nih.gov/42082393/,apremilast,abstract_only,10.1093/bjd/ljag174,4,si
42083648,pubmed,Safety of IL-17A Inhibitors in Patients With Moderate to Severe Psoriasis in a US Claims Data-Based Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/42083648/,ixekizumab,open,10.1177/24755303261446193,2,si
42084657,pubmed,Effects of Guselkumab on Structural Damage Progression in Patients with Active Psoriatic Arthritis.,https://pubmed.ncbi.nlm.nih.gov/42084657/,ixekizumab,open,10.1007/s12325-026-03563-x,3,si
42088509,pubmed,Acute erythrodermic psoriasis complicated by systemic capillary leak syndrome following secukinumab therapy: a case report.,https://pubmed.ncbi.nlm.nih.gov/42088509/,apremilast; secukinumab,open,10.3389/fimmu.2026.1813490,3,si
42089905,pubmed,Apremilast therapy increases CD39+CD4+ T cells in peripheral blood of patients with psoriatic disease: a retrospective observational pilot study.,https://pubmed.ncbi.nlm.nih.gov/42089905/,apremilast,open,10.1007/s00296-026-06114-3,3,si
42090972,pubmed,Promoting keratinocyte psoriasiform changes and IL-17RE expression: Potential role of GLT1D1 in linear psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42090972/,ixekizumab,abstract_only,10.1016/j.molimm.2026.03.007,4,si
42104419,pubmed,Phenotype-dependent effects of IL-17A inhibitors on lipid profiles in moderate-to-severe plaque psoriasis: a retrospective cohort study.,https://pubmed.ncbi.nlm.nih.gov/42104419/,ixekizumab; secukinumab,open,10.1186/s12944-026-02974-7,5,si
42112372,pubmed,Longitudinal plasma proteomics identifies diagnostic and response-associated inflammatory and immune biomarkers in psoriasis following secukinumab therapy.,https://pubmed.ncbi.nlm.nih.gov/42112372/,secukinumab,open,10.3389/fimmu.2026.1806248,5,si
42131335,pubmed,Glucagon-like peptide-1 receptor agonists in psoriasis and psoriatic arthritis: emerging evidence and future research opportunities.,https://pubmed.ncbi.nlm.nih.gov/42131335/,ixekizumab,open,10.3389/fimmu.2026.1744308,4,si
42133282,pubmed,Summary of Research: Apremilast Improves Skin Outcomes in Pediatric Plaque Psoriasis of Shorter Disease Duration: 52-Week Results from the SPROUT Phase 3 Trial.,https://pubmed.ncbi.nlm.nih.gov/42133282/,apremilast,open,10.1007/s13555-026-01714-0,2,si
42139049,pubmed,Ixekizumab With or Without Tirzepatide in Adults With Psoriasis and Overweight or Obesity: A Phase 3b Randomized Clinical Trial.,https://pubmed.ncbi.nlm.nih.gov/42139049/,ixekizumab,open,10.1001/jamadermatol.2026.1753,6,si
42139577,pubmed,Combination Guselkumab and Secukinumab for Plaque Psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42139577/,secukinumab,abstract_only,10.12788/cutis.1353,1,si
42141519,pubmed,Systematic review and network meta-analysis of biologics and small molecules for scalp psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42141519/,apremilast; ixekizumab; secukinumab,abstract_only,10.1111/jdv.70506,4,si
42163728,pubmed,Clinical Efficacy and Safety Profile of Bimekizumab in Psoriasis: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,https://pubmed.ncbi.nlm.nih.gov/42163728/,secukinumab,abstract_only,10.2174/0118715303446173260506053451,6,si
42177023,pubmed,Safety Profile of Systemic Therapy for the Management of Psoriasis in Patients With Diabetes Mellitus: Data From the BIOBADADERM Prospective Cohort.,https://pubmed.ncbi.nlm.nih.gov/42177023/,apremilast,abstract_only,10.1016/j.ad.2026.104688,3,si
42181314,pubmed,Comparative Effectiveness of Four Biologics for Moderate-to-Severe Plaque Psoriasis: A Network Meta-Analysis.,https://pubmed.ncbi.nlm.nih.gov/42181314/,secukinumab,open,10.7759/cureus.107459,4,si
42186071,pubmed,Clinical efficacy analysis of secukinumab combined with calcipotriol cream in the treatment of moderate to severe psoriasis in elderly patients.,https://pubmed.ncbi.nlm.nih.gov/42186071/,secukinumab,open,10.1186/s40360-026-01112-4,4,si
42191094,pubmed,Early intervention with secukinumab prevents epigenetic scar development in new-onset psoriasis: STEPIn mechanistic substudy results.,https://pubmed.ncbi.nlm.nih.gov/42191094/,secukinumab,abstract_only,10.1016/j.jaci.2026.04.028,4,si
42191498,pubmed,Effect of apremilast on whole-body magnetic resonance imaging of peripheral and axial inflammation in patients with psoriatic arthritis.,https://pubmed.ncbi.nlm.nih.gov/42191498/,apremilast,abstract_only,10.1016/j.ard.2026.04.010,4,si
42194775,pubmed,Biological Therapy Leads to a Reduction in Systemic Inflammation but Leaves Serum Uric Acid Unmodified in Moderate-to-Severe Plaque Psoriasis: A Prospective Longitudinal Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/42194775/,apremilast; secukinumab,open,10.3390/jcm15103817,3,si
42198365,pubmed,Development and Optimization of an Apremilast-Loaded Nanoemulsion Gel for Topical Psoriasis Treatment with In Vitro Anti-Inflammatory Studies Using RAW 264.7 Cells.,https://pubmed.ncbi.nlm.nih.gov/42198365/,apremilast,open,10.3390/ph19050691,3,si
42201600,pubmed,Impact of Biologic Treatment Duration on Drug-Free Remission in Moderate-to-Severe Psoriasis: A Retrospective Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/42201600/,secukinumab,open,10.1007/s13555-026-01785-z,4,si
42202956,pubmed,A multicenter retrospective study comparing the therapeutic effects and relapse rates of secukinumab on plaque psoriasis of varying severity.,https://pubmed.ncbi.nlm.nih.gov/42202956/,secukinumab,abstract_only,10.1016/j.jaad.2026.01.110,1,si
42204138,pubmed,PRELP negatively regulates IL-17A-mediated proliferation and the inflammatory response in psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42204138/,ixekizumab; secukinumab,open,10.1038/s41392-026-02693-6,3,si
42208350,pubmed,Herbal hepatoprotective drugs modulate Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD)-like spheroids and psoriasis-like keratinocytes.,https://pubmed.ncbi.nlm.nih.gov/42208350/,ixekizumab,abstract_only,10.1016/j.biopha.2026.119478,4,si
42220470,pubmed,Bullous Pemphigoid Possibly Induced by Deucravacitinib in a Patient with Psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42220470/,ixekizumab,open,10.2147/CCID.S606758,1,si
42231062,pubmed,Pediatric Recurrent Circinate Erythematous Psoriasis Successfully Treated With Secukinumab: A Case Report.,https://pubmed.ncbi.nlm.nih.gov/42231062/,secukinumab,open,10.1111/1346-8138.70337,1,si
42240733,pubmed,Effects of Tirzepatide on Metabolic Parameters in Patients with Psoriasis and Obesity: 24-Week Real-World Study.,https://pubmed.ncbi.nlm.nih.gov/42240733/,ixekizumab,open,10.1007/s13555-026-01812-z,3,si
42247059,pubmed,Real-world effectiveness and safety of apremilast in psoriatic arthritis: results from the multicenter Italian MAPSI II study.,https://pubmed.ncbi.nlm.nih.gov/42247059/,apremilast,abstract_only,10.1007/s10067-026-08173-0,5,si
42262460,pubmed,Real-World Long-Term Effectiveness and Safety of Secukinumab in Psoriasis: Up to 7 Years of Evidence from the Italian Landscape Psoriasis (IL PSO) Multicenter Retrospective Study.,https://pubmed.ncbi.nlm.nih.gov/42262460/,secukinumab,open,10.1007/s13555-026-01797-9,4,si
42286536,pubmed,Adverse events associated with candida infections in secukinumab treatment.,https://pubmed.ncbi.nlm.nih.gov/42286536/,secukinumab,open,10.1186/s12879-026-13782-w,4,si
42297436,pubmed,Overall and Sex-Specific Predictors of Secukinumab Effectiveness in European Patients With Psoriatic Arthritis: Results From the EuroSpA Collaboration.,https://pubmed.ncbi.nlm.nih.gov/42297436/,secukinumab,abstract_only,10.3899/jrheum.2025-1023,4,si
42308770,pubmed,Description and therapy of palmoplantar pustular psoriasis under IL-17A or dual IL-17A/F inhibition.,https://pubmed.ncbi.nlm.nih.gov/42308770/,ixekizumab; secukinumab,abstract_only,10.1016/j.jaut.2026.103592,3,si
42314776,pubmed,IL-17 inhibitor therapy and risk of chronic obstructive pulmonary disease and related pulmonary outcomes in patients with psoriasis: A real-world cohort study.,https://pubmed.ncbi.nlm.nih.gov/42314776/,ixekizumab; secukinumab,abstract_only,10.1016/j.rmed.2026.108969,4,si
42344898,pubmed,"SSGJ-608 in moderate-to-severe plaque psoriasis: a multicenter, randomized, open-label, phase 3 study.",https://pubmed.ncbi.nlm.nih.gov/42344898/,plaque_psoriasis,open,10.3389/fimmu.2026.1810418,4,si
42344901,pubmed,Breaking the barrier: oral tacrolimus plus apremilast rescues acute generalized pustular psoriasis with severe comorbidities-a case report.,https://pubmed.ncbi.nlm.nih.gov/42344901/,apremilast,open,10.3389/fimmu.2026.1801541,3,si
42346634,pubmed,"Systemic Immune-Inflammation Index (SII) as a Predictive Biomarker of Therapeutic Response in Psoriasis: A Retrospective Comparative Analysis of Anti-TNF, Anti-IL-17, and Anti-IL-23 Agents.",https://pubmed.ncbi.nlm.nih.gov/42346634/,plaque_psoriasis,open,10.3390/jpm16060323,5,si
42346846,pubmed,Monotherapy with Biologics for Generalized Pustular Psoriasis: A Systematic Review of Comparative Interventional Studies with an Exploratory Network Meta-Analysis.,https://pubmed.ncbi.nlm.nih.gov/42346846/,plaque_psoriasis,open,10.3390/medsci14020307,3,si
42363030,pubmed,Specialty-Based Disparities in Biologic Use and Retention in Psoriatic Arthritis: A Nationwide Korean Claims Analysis.,https://pubmed.ncbi.nlm.nih.gov/42363030/,plaque_psoriasis,open,10.1111/1756-185x.70756,3,si
42367771,pubmed,Case Report: Successful treatment of refractory generalized pustular psoriasis with xeligekimab: a report of two cases.,https://pubmed.ncbi.nlm.nih.gov/42367771/,plaque_psoriasis,open,10.3389/fimmu.2026.1748050,2,si
42370082,pubmed,Understanding the transition from psoriasis to psoriatic arthritis: the role of targeted therapy.,https://pubmed.ncbi.nlm.nih.gov/42370082/,plaque_psoriasis,open,10.1016/j.ero.2025.12.008,3,si
42372782,pubmed,"Secukinumab biosimilar BAT2306 versus reference secukinumab in patients with moderate-to-severe plaque psoriasis: a multicentre, double-blind, randomised, active-controlled, phase 3 trial.",https://pubmed.ncbi.nlm.nih.gov/42372782/,secukinumab,abstract_only,10.1016/S2665-9913(26)00118-9,6,si
42376866,pubmed,PD-1 engagement and circulating Th17 effector activity during secukinumab treatment in plaque psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42376866/,secukinumab,open,10.1093/cei/uxag037,4,si
42377011,pubmed,Biologic therapies in pediatric psoriasis: A single-center experience.,https://pubmed.ncbi.nlm.nih.gov/42377011/,ixekizumab; secukinumab,abstract_only,10.5546/aap.2026-11081.eng,2,si
42384964,pubmed,Progression from oligoarticular to polyarticular psoriatic arthritis and apremilast as a disease modifier: Novel insights from FOREMOST.,https://pubmed.ncbi.nlm.nih.gov/42384964/,apremilast,open,10.1093/rheumatology/keag351,3,si
42390709,pubmed,Immunobiological Therapy in Moderate-to-Severe Psoriasis: A Retrospective Cohort Study Investigating the Effects of Inadequate Therapeutic Compliance on Drug Survival.,https://pubmed.ncbi.nlm.nih.gov/42390709/,secukinumab,abstract_only,10.1007/s13555-026-01845-4,4,si
42404644,pubmed,Personalized Medicine in Psoriasis - A Long Road Ahead?,https://pubmed.ncbi.nlm.nih.gov/42404644/,plaque_psoriasis,open,10.2147/PTT.S595079,3,si
42409798,pubmed,AI-guided CRISPR screening reveals therapeutic targets in psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42409798/,plaque_psoriasis,open,10.1038/s41467-026-75249-5,3,si
42419628,pubmed,Population pharmacokinetic-pharmacodynamic model for secukinumab in patients with psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42419628/,secukinumab,abstract_only,10.1016/j.jid.2026.06.1285,3,si
42420332,pubmed,Decoding cytokine interactions for psoriasis therapy through computational repurposing of antihypertensive drugs.,https://pubmed.ncbi.nlm.nih.gov/42420332/,apremilast,abstract_only,10.1038/s41598-026-47049-w,4,si
42422714,pubmed,Real-life effectiveness and safety of bimekizumab in patients with moderate plaque psoriasis: a 54-week multicentre study in the Lazio region.,https://pubmed.ncbi.nlm.nih.gov/42422714/,plaque_psoriasis,open,10.7573/dic.2026-5-3,3,si
42427208,pubmed,Efficacy and drug survival after transitioning to IL-17 inhibitors in patients with psoriasis who did not respond to IL-23 inhibitors: analysis from the BIOREP registry.,https://pubmed.ncbi.nlm.nih.gov/42427208/,plaque_psoriasis,abstract_only,10.1080/09546634.2026.2700876,3,si
42433375,pubmed,Shared inflammatory architecture and therapeutic tensions between psoriasis and Crohn's disease.,https://pubmed.ncbi.nlm.nih.gov/42433375/,plaque_psoriasis,open,10.3389/fimmu.2026.1871406,3,si
42440790,pubmed,Complete Remission of Erythrodermic Psoriasis After Bevacizumab Administration for Ovarian Serous Adenocarcinoma: A Case Report.,https://pubmed.ncbi.nlm.nih.gov/42440790/,ixekizumab,open,10.1002/ccr3.73082,1,si
42448437,pubmed,Bilateral knee lipoma arborescens mimicking persistent inflammatory arthritis in a patient with psoriatic arthritis.,https://pubmed.ncbi.nlm.nih.gov/42448437/,secukinumab,open,10.1136/bcr-2026-273150,2,si
42457532,pubmed,Predicting disease relapse in plaque psoriasis patients treated with secukinumab: A multicenter retrospective cohort study.,https://pubmed.ncbi.nlm.nih.gov/42457532/,secukinumab,abstract_only,10.1097/CM9.0000000000004148,1,si
42459241,pubmed,Resolution of Long-Standing Irritable Bowel Syndrome Symptoms After Treatment of Psoriasis With Risankizumab.,https://pubmed.ncbi.nlm.nih.gov/42459241/,plaque_psoriasis,open,,2,si
42463211,pubmed,Development of a predictive marker panel for the individualised bDMARD therapy of psoriatic arthritis: protocol for a prospective observational study (Integrate-PsA).,https://pubmed.ncbi.nlm.nih.gov/42463211/,plaque_psoriasis,open,10.1136/bmjopen-2025-115708,4,si
42464053,pubmed,"Effectiveness and Safety of Apremilast in Immune Checkpoint Inhibitor-Associated Psoriasis: A Retrospective Multicenter Study From the EADV Task Force ""Dermatology for Cancer Patients"".",https://pubmed.ncbi.nlm.nih.gov/42464053/,apremilast,abstract_only,10.1111/ijd.70592,1,si
42472067,pubmed,Real-World Dose Adjustment and Switching of Interleukin-17/23 Inhibitors for Thai Psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42472067/,ixekizumab; secukinumab,open,10.1155/drp/7998583,3,si
42479398,pubmed,"Longitudinal Performance of the Psoriasis Epidemiology Screening Tool (PEST) in Canada and Latin America: Results from the Prospective, Observational, 5-Year PURE Registry.",https://pubmed.ncbi.nlm.nih.gov/42479398/,secukinumab,open,10.1007/s13555-026-01826-7,4,si
42480000,pubmed,Efficacy differences of biologic agents targeting different pathways in obese patients with psoriasis: a systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/42480000/,plaque_psoriasis,abstract_only,10.1080/09546634.2026.2705161,3,si
42482974,pubmed,Beyond the Usual Targets: A Case Report of Overcoming IL-23 and IL-17A Biologic Nonresponse in Palmoplantar Psoriasis With Brodalumab.,https://pubmed.ncbi.nlm.nih.gov/42482974/,ixekizumab,open,,3,si
42487388,pubmed,Sequencing and switching among IL-17 and IL-23 biologics in plaque psoriasis: real-world lessons and precision strategies for the future.,https://pubmed.ncbi.nlm.nih.gov/42487388/,plaque_psoriasis,abstract_only,10.1080/14712598.2026.2706714,3,si
42488675,pubmed,Case Report: Successful treatment of new onset plaque psoriasis with secukinumab in a peritoneal dialysis patient.,https://pubmed.ncbi.nlm.nih.gov/42488675/,secukinumab,open,10.3389/fimmu.2026.1882041,3,si
42492164,pubmed,Cure for psoriasis - a prospective outlook.,https://pubmed.ncbi.nlm.nih.gov/42492164/,plaque_psoriasis,abstract_only,10.1016/j.coi.2026.102820,2,si
42497846,pubmed,Icotrokinra (Icotyde) for psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42497846/,apremilast,abstract_only,10.58347/tml.2026.1760b,1,si
42499402,pubmed,Ixekizumab-induced cutaneous vasculitis: A rare challenge in the era of biologic therapies.,https://pubmed.ncbi.nlm.nih.gov/42499402/,ixekizumab,open,10.1016/j.jdcr.2026.05.065,1,no
42501238,pubmed,"Effectiveness and Safety of IL-17A Inhibitors in Pediatric Psoriasis: A Real-World, Multicenter, International Study.",https://pubmed.ncbi.nlm.nih.gov/42501238/,ixekizumab; secukinumab,abstract_only,10.1007/s40272-026-00762-5,4,si
42504065,pubmed,Assessment of Major Adverse Cardiovascular Event Across Diverse Racial Groups of Psoriasis Patients on Biologic Therapy: A Retrospective Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/42504065/,plaque_psoriasis,abstract_only,10.1111/1346-8138.70396,4,si
42507504,pubmed,Real-World Effectiveness and Safety of Ixekizumab in Moderate-to-Severe Plaque Psoriasis in the Indian Population: A Pilot Study.,https://pubmed.ncbi.nlm.nih.gov/42507504/,ixekizumab,abstract_only,10.4103/idoj.idoj_1091_25,4,si
42519797,pubmed,Effectiveness and safety of switching biologics after secukinumab treatment failure in moderate-to-severe plaque psoriasis: a retrospective cohort study.,https://pubmed.ncbi.nlm.nih.gov/42519797/,ixekizumab; secukinumab,open,10.3389/fmed.2026.1866311,4,si
42522480,pubmed,The efficacy and safety of interleukin-17 and interleukin-23 inhibitors in psoriatic arthritis across multiple disease domains.,https://pubmed.ncbi.nlm.nih.gov/42522480/,plaque_psoriasis; secukinumab,abstract_only,10.25251/zsav4a48,3,si
42522487,pubmed,Extrapolating the speed of psoriasis clearance: Head-to-head agents in clinical trials.,https://pubmed.ncbi.nlm.nih.gov/42522487/,plaque_psoriasis,abstract_only,10.25251/t1b8ft53,3,si
42522529,pubmed,Recalcitrant pustular psoriasis complicated by allergic contact dermatitis: A therapeutic challenge.,https://pubmed.ncbi.nlm.nih.gov/42522529/,secukinumab,abstract_only,10.25251/zovlink1,1,si
42522774,pubmed,Effectiveness of bimekizumab according to previous biologic exposure in patients with plaque psoriasis: a multicenter real-world study.,https://pubmed.ncbi.nlm.nih.gov/42522774/,plaque_psoriasis,abstract_only,10.1080/09546634.2026.2707697,3,si
42523983,pubmed,Erythrodermic psoriasis with early diagnostic uncertainty requiring multidisciplinary rheumatological management: A case report.,https://pubmed.ncbi.nlm.nih.gov/42523983/,secukinumab,open,10.3892/mi.2026.330,3,si
42524831,pubmed,Investigational IL-17A antagonist in the treatment of psoriatic arthritis - a review.,https://pubmed.ncbi.nlm.nih.gov/42524831/,plaque_psoriasis,abstract_only,10.1080/13543784.2026.2710840,2,si
42533212,pubmed,"Treatment Patterns, Drug Survival, and Effectiveness of Tildrakizumab Among Patients with Prior Interleukin-17 Experience in the PPD CorEvitas Psoriasis Registry.",https://pubmed.ncbi.nlm.nih.gov/42533212/,plaque_psoriasis,abstract_only,10.1007/s13555-026-01842-7,3,si
42536885,pubmed,Ustekinumab for the treatment of psoriasis: a well-established therapy primed for resurgence.,https://pubmed.ncbi.nlm.nih.gov/42536885/,plaque_psoriasis,abstract_only,10.1080/1744666X.2026.2712643,3,si
42540023,pubmed,Guselkumab treatment of psoriasis results in sustained reduction of systemic inflammatory biomarkers to week 48 in three phase III randomized controlled trials.,https://pubmed.ncbi.nlm.nih.gov/42540023/,secukinumab,open,10.1093/skinhd/vzag075,3,si
42543448,pubmed,Treatment Persistence of Interleukin-17 Inhibitors and Factors Associated with Persistence in Patients with Psoriasis Vulgaris in Japan: Retrospective Database Study.,https://pubmed.ncbi.nlm.nih.gov/42543448/,ixekizumab; secukinumab,abstract_only,10.1007/s13555-026-01878-9,4,si
42545602,pubmed,Clinical Outcomes After Week-12 Response-Guided Secukinumab Discontinuation in Psoriasis: A Prospective Real-World Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/42545602/,secukinumab,abstract_only,10.1007/s40259-026-00801-0,4,si
42547477,pubmed,Factors Associated With PASI90 Maintenance Without Flare-Up and Predictors of Biologics Discontinuation in Psoriasis: Two-Center Retrospective Cohort Study in Korea.,https://pubmed.ncbi.nlm.nih.gov/42547477/,ixekizumab; secukinumab,open,10.5021/ad.25.153,4,si
42552595,pubmed,Evaluating zasocitinib as an oral therapy for moderate to severe plaque psoriasis.,https://pubmed.ncbi.nlm.nih.gov/42552595/,plaque_psoriasis,abstract_only,10.1080/14656566.2026.2714835,2,si
