doc_id,source,title,url,drugs,access,doi,n_chunks,en_bronze
41079924,pubmed,Bringing p53 Back: A Prion-Powered Attack on Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41079924/,melphalan,open,10.7150/ijbs.113116,3,si
41089136,pubmed,Clinical Outcomes of Group D Retinoblastoma at a Tertiary Care Hospital in Pakistan.,https://pubmed.ncbi.nlm.nih.gov/41089136/,carboplatin; etoposide; melphalan; vincristine,open,10.7759/cureus.92151,4,si
41093137,pubmed,Lack of Long-Term Benefit from Anti-VEGF Combined Therapy in cT2b Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41093137/,retinoblastoma,abstract_only,10.1016/j.oret.2025.10.007,1,si
41177552,pubmed,Role of additional topotecan injections (plus two) in reducing recurrence rate in retinoblastoma of group D and group E patients: a retrospective study.,https://pubmed.ncbi.nlm.nih.gov/41177552/,melphalan; topotecan,open,10.1136/bmjophth-2025-002379,4,si
41179671,pubmed,Prolonged overall survival in a child with multimetastatic retinoblastoma treated with anti-GD2 monoclonal antibody dinutuximab beta: a case report.,https://pubmed.ncbi.nlm.nih.gov/41179671/,topotecan,open,10.3389/fonc.2025.1665968,2,si
41191489,pubmed,Advancements and Collaborative Dynamics in the Treatment of Retinoblastoma: A Bibliometric Analysis of Trends and Themes.,https://pubmed.ncbi.nlm.nih.gov/41191489/,melphalan,abstract_only,10.1080/08820538.2025.2584513,3,si
41212979,pubmed,CLINICAL CHARACTERISTICS AND MANAGEMENT OUTCOMES OF SECONDARY TUMOR-ASSOCIATED NEOVASCULARIZATION IN RETINOBLASTOMA PATIENTS.,https://pubmed.ncbi.nlm.nih.gov/41212979/,retinoblastoma,abstract_only,10.1097/IAE.0000000000004722,3,si
41218901,pubmed,[The efficacy of topotecan versus topotecan combined with melphalan in the treatment of vitreous seeds in retinoblastoma].,https://pubmed.ncbi.nlm.nih.gov/41218901/,melphalan; topotecan,abstract_only,10.3760/cma.j.cn112142-20250604-00264,6,si
41263229,pubmed,The Burden of Treatment for Sporadic Unilateral Retinoblastoma in Australia.,https://pubmed.ncbi.nlm.nih.gov/41263229/,retinoblastoma,abstract_only,10.1111/ceo.70031,3,si
41334298,pubmed,Unveiling the Hidden Threat: Late-Onset Retinoblastoma Mimicking Pars Planitis.,https://pubmed.ncbi.nlm.nih.gov/41334298/,retinoblastoma,open,10.4103/joco.joco_275_24,2,si
41334961,pubmed,Targeting MCM6 Enhances Melphalan Chemosensitivity in Retinoblastoma by Modulating DNA Damage Response.,https://pubmed.ncbi.nlm.nih.gov/41334961/,melphalan,open,10.1167/iovs.66.15.14,3,si
41381354,pubmed,Preoperative MRA for Patients with Retinoblastoma Undergoing Intra-Arterial Chemotherapy.,https://pubmed.ncbi.nlm.nih.gov/41381354/,retinoblastoma,open,10.3174/ajnr.A8937,3,si
41386960,pubmed,The potential implications of dysregulated DNA damage repair genes and their modulators as adjuvants for current chemotherapy regimens in Retinoblastoma tumors.,https://pubmed.ncbi.nlm.nih.gov/41386960/,carboplatin,abstract_only,10.1016/j.mrgentox.2025.503903,4,si
41408393,pubmed,Retinoblastoma outcomes in Europe: a prospective analysis of 483 patients from 40 countries.,https://pubmed.ncbi.nlm.nih.gov/41408393/,retinoblastoma,open,10.1038/s41433-025-04144-y,3,si
41425953,pubmed,Erratum: [Corrigendum] Effects of matrine on the proliferation and apoptosis of vincristine-resistant retinoblastoma cells.,https://pubmed.ncbi.nlm.nih.gov/41425953/,vincristine,open,10.3892/etm.2025.13040,1,si
41436498,pubmed,Loss of ELF2 drives topotecan resistance in retinoblastoma revealed by genome-wide CRISPR-Cas9 screening.,https://pubmed.ncbi.nlm.nih.gov/41436498/,topotecan,open,10.1038/s41419-025-08335-z,2,si
41475972,pubmed,Severe visual loss and ocular complications after intra-arterial chemotherapy for retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41475972/,carboplatin; etoposide; melphalan; retinoblastoma,abstract_only,10.1136/bjo-2025-328113,3,si
41477337,pubmed,Injectable hydrogel-mediated co-delivery of oncolytic adenovirus and melphalan for retinoblastoma control and vision preservation.,https://pubmed.ncbi.nlm.nih.gov/41477337/,melphalan,open,10.1016/j.apsb.2025.09.030,3,si
41482134,pubmed,Comparative effectiveness and safety of intra-arterial chemotherapy and intravenous chemotherapy for retinoblastoma: A systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/41482134/,retinoblastoma,abstract_only,10.1016/j.survophthal.2025.12.009,5,si
41534805,pubmed,Study on epigenetic regulatory mechanism of MBD4 with a germline loss-of-function mutation (rs140693) responsible for retinoblastoma chemoresistance via the cell cycle and apoptotic pathways.,https://pubmed.ncbi.nlm.nih.gov/41534805/,carboplatin; etoposide,abstract_only,10.1016/j.phrs.2026.108098,3,si
41567907,pubmed,Adjuvant Chemotherapy in Children With Enucleated Retinoblastoma and Histopathologic High-Risk Features: Survival Outcomes From a Single Institution in a Middle-Income Country.,https://pubmed.ncbi.nlm.nih.gov/41567907/,carboplatin; etoposide; vincristine,open,10.7759/cureus.99768,4,si
41569898,pubmed,Transradial versus transfemoral access for pediatric intra-arterial chemotherapy for retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41569898/,retinoblastoma,abstract_only,10.3171/2025.8.PEDS25313,4,si
41700592,pubmed,Intravenous chemotherapy versus intra-arterial chemotherapy for retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41700592/,retinoblastoma,open,10.1002/14651858.CD013695.pub2,10,si
41739835,pubmed,High-throughput screening of drug libraries identifies a new synergistic drug combination for the treatment of retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41739835/,carboplatin; etoposide,open,10.1371/journal.pone.0339334,4,si
41765171,pubmed,Anesthesia exposure in unilateral retinoblastoma-comparison of enucleation and intraarterial chemotherapy.,https://pubmed.ncbi.nlm.nih.gov/41765171/,retinoblastoma,abstract_only,10.1016/j.jaapos.2026.104761,3,si
41801587,pubmed,Patient-derived spheroid culture: A promising in vitro model for drug screening in retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41801587/,carboplatin,abstract_only,10.1007/s12032-026-03260-3,3,si
41895846,pubmed,Predictors of enucleation after intra-arterial chemotherapy for retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41895846/,retinoblastoma,abstract_only,10.1136/jnis-2026-025227,3,si
41937442,pubmed,Multimodal Cytogenetic and Molecular Approach for the Detection of a Constitutional Balanced Paracentric Inversion Disrupting RB1 in an Infant With Bilateral Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41937442/,carboplatin; etoposide; topotecan; vincristine,abstract_only,10.1002/gcc.70120,4,si
41964519,pubmed,Intravitreal GD2-Specific Chimeric Antigen Receptor T-Cell Therapy for Refractory Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41964519/,retinoblastoma,abstract_only,10.1002/1545-5017.70334,2,si
41984109,pubmed,Intra-Arterial Chemotherapy for Advanced Intraocular Retinoblastoma....,https://pubmed.ncbi.nlm.nih.gov/41984109/,retinoblastoma,abstract_only,10.1007/s00270-026-04434-2,3,si
41994791,pubmed,Recurrent Bronchospasm During Intra-arterial Chemotherapy via IMAX Access for Retinoblastoma: A Case Report.,https://pubmed.ncbi.nlm.nih.gov/41994791/,retinoblastoma,open,10.7759/cureus.105070,4,si
41999293,pubmed,Long-term OCTA-based evaluation of macular microvascular density following intravenous chemotherapy for retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/41999293/,etoposide; vincristine,abstract_only,10.1080/15569527.2026.2660179,3,si
42011192,pubmed,Hereditary Bilateral Retinoblastoma Detected on Screening in a Two-Month-Old Infant With a Strong Family History.,https://pubmed.ncbi.nlm.nih.gov/42011192/,carboplatin; etoposide; vincristine,open,10.7759/cureus.107302,2,si
42063767,pubmed,Respiratory ventilation modes in selective ophthalmic arterial chemotherapy for pediatric retinoblastoma under general anesthesia.,https://pubmed.ncbi.nlm.nih.gov/42063767/,retinoblastoma,open,10.3389/fmed.2026.1791936,3,si
42072718,pubmed,Quercetin Enhances Topotecan Cytotoxicity in Retinoblastoma Cells Through ROS-Associated Stress and Apoptotic Signaling.,https://pubmed.ncbi.nlm.nih.gov/42072718/,topotecan,open,10.3390/biom16040597,4,si
42074117,pubmed,"Synergistic Anticancer Effects of Resveratrol and Carboplatin in Y79 Retinoblastoma Cells: Mechanistic Insights into Apoptosis, G2/M Arrest, and ROS-Dependent Mitochondrial Dysfunction.",https://pubmed.ncbi.nlm.nih.gov/42074117/,carboplatin,open,10.3390/ijms27083473,5,si
42136006,pubmed,How We Approach Intraocular Retinoblastoma in 2026: Agreement and Disagreement in Four Referral Centers in the USA and Europe.,https://pubmed.ncbi.nlm.nih.gov/42136006/,topotecan,abstract_only,10.1002/1545-5017.70401,2,si
42137566,pubmed,Efficacy and safety analysis of autologous hematopoietic stem cell transplantation for extraocular retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42137566/,carboplatin; etoposide; melphalan,open,10.3389/fped.2026.1810303,3,si
42198233,pubmed,Melphalan and Curcumin Induce Apoptosis in Retinoblastoma Cells Associated with STAT3 Signaling Modulation.,https://pubmed.ncbi.nlm.nih.gov/42198233/,melphalan,open,10.3390/pharmaceutics18050540,6,si
42200737,pubmed,Cavitary retinoblastoma: Clinical features and treatment outcomes.,https://pubmed.ncbi.nlm.nih.gov/42200737/,retinoblastoma,open,10.4103/IJO.IJO_2146_25,3,si
42210589,pubmed,Orbital Fungating Mass as a Rare Manifestation of Retinoblastoma: A Case Study in Palliative Care.,https://pubmed.ncbi.nlm.nih.gov/42210589/,carboplatin; etoposide; vincristine,open,10.12659/AJCR.951652,3,si
42212883,pubmed,Abemaciclib Inhibits Retinoblastoma Tumor Growth by Targeting CDK1/2.,https://pubmed.ncbi.nlm.nih.gov/42212883/,retinoblastoma,open,10.1167/iovs.67.5.72,4,si
42260794,pubmed,Global research trends on intra-arterial chemotherapy for retinoblastoma: A bibliometric and visualized study.,https://pubmed.ncbi.nlm.nih.gov/42260794/,retinoblastoma,open,10.1097/MD.0000000000049223,3,si
42263182,pubmed,High-Dose Intravitreal Topotecan for Retinoblastoma With Subretinal Seeds: A Well-Tolerated and Efficacious Approach.,https://pubmed.ncbi.nlm.nih.gov/42263182/,topotecan,abstract_only,10.1097/MPH.0000000000003221,2,si
42326553,pubmed,High-Dose Intravitreal Topotecan Combined With Focal Consolidation Therapy for Recurrent Retinal Tumors in Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42326553/,topotecan,open,10.1177/24741264261460655,3,si
42328096,pubmed,Topotecan Microneedle Scleral Patch: A Transscleral Drug Delivery Study for Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42328096/,topotecan,open,10.1016/j.xops.2026.101226,3,si
42355998,pubmed,Beyond Ocular Toxicity: Cerebrovascular Events After Intra-Arterial Chemotherapy for Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42355998/,melphalan,open,10.3390/jcm15124829,3,si
42406787,pubmed,The role of SALL1-MGST1 axis-mediated ferroptosis inhibition in chemoresistance of retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42406787/,carboplatin,open,10.1371/journal.pone.0353000,4,si
42432897,pubmed,Bibliometric analysis of retinoblastoma research over the past decade.,https://pubmed.ncbi.nlm.nih.gov/42432897/,retinoblastoma,open,10.1097/MD.0000000000049711,4,si
42463304,pubmed,Global retinoblastoma service availability in 2024 and equity trends since 2017.,https://pubmed.ncbi.nlm.nih.gov/42463304/,retinoblastoma,abstract_only,10.1136/bjo-2026-329476,4,si
42480648,pubmed,Transient Optical Coherence Tomography Changes after High-Dose Intravitreal Topotecan for retinoblastoma: case series.,https://pubmed.ncbi.nlm.nih.gov/42480648/,topotecan,abstract_only,10.1016/j.oret.2026.07.007,3,si
42484521,pubmed,Exploding retinoblastoma- Management of spontaneous scleral rupture in an infant with bilateral retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42484521/,carboplatin; etoposide; melphalan; vincristine,abstract_only,10.1097/ICB.0000000000001963,2,si
42498083,pubmed,Eye-Preserving Therapies for Early cT3c Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42498083/,retinoblastoma,abstract_only,10.1016/j.ophtha.2026.07.015,4,si
42523804,pubmed,The trends of retinoblastoma research in the past decade.,https://pubmed.ncbi.nlm.nih.gov/42523804/,retinoblastoma,open,10.18240/ijo.2026.08.19,4,si
42528362,pubmed,Intraocular retinoblastoma features and treatment outcomes according to patient age at initial presentation.,https://pubmed.ncbi.nlm.nih.gov/42528362/,carboplatin; etoposide; vincristine,abstract_only,10.1080/08164622.2026.2703051,4,si
42553724,pubmed,Intra-arterial chemotherapy for retinoblastoma: a structured narrative review.,https://pubmed.ncbi.nlm.nih.gov/42553724/,carboplatin; melphalan; topotecan,open,10.1136/wjps-2026-001213,3,si
42575301,pubmed,Microcatheter vs Balloon Intra-Arterial Chemotherapy for Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42575301/,retinoblastoma,abstract_only,10.1016/j.ophtha.2026.08.003,1,si
42604682,pubmed,pH-Responsive hyaluronic acid-based nanoplatform for prolonged intraocular retention and synergistic chemotherapy of retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42604682/,retinoblastoma,abstract_only,10.1016/j.ijbiomac.2026.154101,3,si
42615797,pubmed,Targeting MYCN Degradation by HLB-0532259 Induces Senescence in Retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42615797/,retinoblastoma,open,10.1167/iovs.67.10.50,3,si
42615802,pubmed,Effect of ARHGAP9 on Chemoresistance in High-Risk Advanced Retinoblastoma via the Rac1/β-Catenin/LEF1 Signaling Axis.,https://pubmed.ncbi.nlm.nih.gov/42615802/,carboplatin; etoposide,open,10.1167/iovs.67.10.45,4,si
42629179,pubmed,Analysis of severe intraoperative cardiorespiratory changes during intra-arterial chemotherapy for retinoblastoma.,https://pubmed.ncbi.nlm.nih.gov/42629179/,retinoblastoma,abstract_only,10.1136/jnis-2026-025795,3,si
42679926,pubmed,Novel insights into Retinoblastoma: From Oncogenic Circuitry to Precision Diagnosis and Eye-Preserving Therapies.,https://pubmed.ncbi.nlm.nih.gov/42679926/,retinoblastoma,abstract_only,10.1016/j.preteyeres.2026.101514,3,si
42680557,pubmed,Evaluation of globe-preserving therapies in unilateral cT2/cT3 retinoblastoma: a multicentre study of 1566 eyes.,https://pubmed.ncbi.nlm.nih.gov/42680557/,retinoblastoma,abstract_only,10.1136/bjo-2026-330597,4,si
